SYMBOL,p value,p (rank),Fold change,ln(p),Fold (rank),log(fold),which
Vps33b,0.000184615538360799,,1.84760416633606,,,,both
Ppap2b,0.00019591629587612,,1.60267572431376,,,,both
Usp42,0.000216485448067627,,2.31644127099031,,,,both
Nudt4,0.000223364879389343,,2.67934390507617,,,,both
Rin2,0.000252691223892709,,1.78439305258752,,,,both
Stk17b,0.000259076615448994,,2.80654160687267,,,,both
Ddx6,0.000263979724792085,,4.49913825411181,,,,both
D030063E12,0.000266111469973795,,2.24896281340685,,,,both
Ncapd3,0.000330054727922247,,2.18964703165029,,,,both
Setd1a,0.000340770976776206,,2.51099064231853,,,,both
scl000911.1_939,0.000341889390733319,,1.79342961758051,,,,both
Trp53inp1,0.000357241548467502,,1.73225590244198,,,,both
Stk4,0.000360711627993893,,3.29526616898236,,,,both
9330180L10Rik,0.000374582357484554,,2.39706152579912,,,,both
Tsc22d2,0.000386547460440867,,2.44187365604258,,,,both
Schip1,0.00041487617510727,,2.52353495616272,,,,both
Clk2,0.00043209959976187,,4.5802889813571,,,,both
Kbtbd2,0.000461763757630962,,1.63907812837388,,,,both
Ints7,0.00047156586740571,,1.77358239338036,,,,both
Gak,0.000472167132265389,,2.12967714356674,,,,both
Kif20b,0.000510412879092925,,1.75928442017624,,,,both
Dnajb1,0.000528832476273222,,1.64821449677535,,,,both
Apaf1,0.000537459239688509,,2.83232705486138,,,,both
Arhgef3,0.000539934589478985,,2.20134381649759,,,,both
Skp1a,0.00054799422582763,,1.79957961566126,,,,both
4930430F08Rik,0.000568882087564559,,2.5493109947419,,,,both
Brpf1,0.000577134702039461,,1.65219594379461,,,,both
Suz12,0.000577662999800888,,2.88184214470216,,,,both
Clspn,0.000579564271973143,,2.19484160133889,,,,both
Epc1,0.000656506082458264,,1.70126376183944,,,,both
Snx10,0.000658775103241083,,2.03364783812257,,,,both
Rbm5,0.000683524678059877,,5.36182643381069,,,,both
Kif22,0.000685727280461235,,1.83691355333158,,,,both
Ube2g1,0.000691963887095803,,4.32962161368606,,,,both
Cnot2,0.000730534218625456,,2.32991681371221,,,,both
Sdad1,0.000733596744146525,,2.89743580410581,,,,both
Hes1,0.000765300262536295,,1.5635669834043,,,,both
Kif1b,0.000765634494903744,,2.75900768623501,,,,both
Spc25,0.000771071453719352,,1.72088049599954,,,,both
Ncaph,0.000783162736599508,,1.92426548131893,,,,both
Ahnak,0.000784418974493661,,1.78710239316167,,,,both
Bcl6,0.00079732293310153,,1.89021008917533,,,,both
Lsm1,0.000814361254299567,,3.60288265093624,,,,both
Ugcg,0.000866077112660402,,2.47526187469605,,,,both
Caskin2,0.000892280379479637,,1.57741918627553,,,,both
Zmym2,0.000900874909011806,,1.73902668363174,,,,both
Tcf4,0.000911428142797877,,1.84079583003219,,,,both
Esco2,0.00091576674476046,,4.06637916078729,,,,both
Exosc1,0.000916110232688006,,4.00540611321325,,,,both
Incenp,0.000921040772742909,,1.75270584701326,,,,both
Lsm8,0.000923917349198944,,2.08006076173412,,,,both
Zcchc8,0.000952371101435756,,2.45544942192922,,,,both
Snip1,0.000964172176826761,,1.50426713003608,,,,both
Ippk,0.00098581280320087,,2.64499685102999,,,,both
Zcrb1,0.000996742799570516,,2.46275646529306,,,,both
LOC100048613,0.0010238664206772,,1.88598668995227,,,,both
LOC100047707,0.00102719888649061,,2.11577646080039,,,,both
Sppl3,0.00103844624044203,,2.48949451997185,,,,both
Hmgb2l1,0.00105124379869781,,4.88567391103028,,,,both
Narg1l,0.00108758795470643,,1.55804943660036,,,,both
Pnldc1,0.00109586081276436,,1.88569076819546,,,,both
Whsc2,0.00110581222818273,,1.85542007420493,,,,both
Skil,0.00111145153083059,,1.55432228912851,,,,both
Akap1,0.001119654163242,,1.77387846747427,,,,both
Bxdc2,0.00111980348854024,,2.49173575323677,,,,both
Otud4,0.00112243072424867,,2.48385901463237,,,,both
Slc30a5,0.00112661956192606,,2.38305469695355,,,,both
Phf13,0.00114060394276372,,3.55923583219033,,,,both
Trip10,0.00114804925226408,,1.86321468860896,,,,both
Fzd7,0.00115522978019145,,2.16553785205533,,,,both
F630043A04Rik,0.00117249820625209,,2.15355554146061,,,,both
Ncstn,0.00118519188049082,,1.89872642461872,,,,both
Dusp6,0.00118899450463483,,2.78655973524286,,,,both
D130063H01Rik,0.00121439758757058,,2.45328494472805,,,,both
Trappc4,0.00122836601995091,,1.99782757497389,,,,both
4921505C17Rik,0.00123972519713655,,2.01606599187017,,,,both
Gtse1,0.00126938594931592,,2.32226333830596,,,,both
Adnp,0.00127444008660416,,2.80959830368413,,,,both
Phf3,0.00129224742610978,,1.70901816336442,,,,both
Hhex,0.00133477873092613,,2.00783122929554,,,,both
Cdk2,0.00133831615642599,,2.21257496110073,,,,both
Fbxo34,0.0013587210531979,,1.73057629076193,,,,both
Ctgf,0.00136857670782986,,4.78952830635915,,,,both
Cenpi,0.00138329629902911,,1.62462473284823,,,,both
Med4,0.00142162487650832,,3.97524831522521,,,,both
LOC100047200,0.001427747185477,,3.43342955402014,,,,both
ORF61,0.00144776608006669,,2.47479081208894,,,,both
Tmem55b,0.00145826667721227,,2.78578141419333,,,,both
Aip,0.00146378611286113,,1.55763520130847,,,,both
Rbm5,0.00146798022880512,,4.40812749618788,,,,both
Gorasp1,0.00148921878726416,,1.73854025070485,,,,both
Atad1,0.00150180007359757,,1.57446655372561,,,,both
Cdc7,0.00150339361856666,,3.02777637788608,,,,both
Tiam1,0.00150772837613988,,1.56391515179817,,,,both
4933428G20Rik,0.00153192722252959,,1.92167303007163,,,,both
Kif2a,0.00158478031009202,,2.10891733959198,,,,both
Fbxo27,0.00160365154496422,,2.2348669298301,,,,both
Pdcd10,0.00161003811505678,,3.70207619997529,,,,both
Clk2,0.00163736634987166,,2.87546538489877,,,,both
Gas6,0.00165217063987055,,1.82148144203221,,,,both
Epb4.9,0.00166435355811523,,1.51205358250604,,,,both
Ccnb1,0.00169530142239438,,2.55221552240578,,,,both
Mcam,0.00171921588424406,,2.43320946499476,,,,both
Numb,0.00174177010107346,,2.41373542584445,,,,both
AI450540,0.00175459675658585,,3.30592006853143,,,,both
Yeats4,0.00176309324051771,,2.15258830754688,,,,both
Adnp,0.00180028867755411,,2.2794413572037,,,,both
Trio,0.00180582902061444,,2.30965042938305,,,,both
Gtse1,0.00186010947791393,,1.84956989649922,,,,both
Ccnb1,0.00187268673929342,,3.29466276183874,,,,both
Irf1,0.00189338031025699,,3.30917268525704,,,,both
C330049H01Rik,0.00189940711138525,,1.64173858375722,,,,both
D14Abb1e,0.00193727343815875,,1.54246581905405,,,,both
Sox2,0.00195711880699245,,2.50255570781851,,,,both
Eif4enif1,0.00199098016589172,,3.06760472177979,,,,both
Tuft1,0.00199523249874967,,1.8039387534006,,,,both
Dab2ip,0.00199881929122125,,2.64450610670856,,,,both
Dusp7,0.00200100882350429,,2.37113344146491,,,,both
Lin54,0.00204665175888707,,3.85040909968853,,,,both
Papolg,0.00205240619620062,,2.55887793269961,,,,both
Skil,0.00205613547063499,,3.55823516194091,,,,both
Etl4,0.00207053163860349,,2.48074519238881,,,,both
Rheb,0.00208595047381599,,2.51392784320791,,,,both
Fbxo34,0.00209876032020562,,2.07181221452264,,,,both
Myst1,0.00210246873756403,,1.74318993598353,,,,both
Btg1,0.0021078311997379,,4.65263524999283,,,,both
Rabgap1,0.00214467849965061,,3.03996722980422,,,,both
Dhx35,0.00216030269926959,,1.95814504976072,,,,both
Axin2,0.00219036296369668,,1.83731402342888,,,,both
Dnaja3,0.00222340728504844,,2.16660033498277,,,,both
Psmg2,0.00222690832734918,,2.16606276216177,,,,both
Phactr4,0.00223084446966815,,2.3486764257177,,,,both
Mgea6,0.00223508722107457,,1.78556148772633,,,,both
Rhot1,0.00225404551584107,,3.9113666296345,,,,both
Depdc1b,0.00225729690909093,,2.66201664232689,,,,both
Zfp532,0.00232179703451196,,4.74721543314128,,,,both
Arhgef11,0.00234345411651082,,2.79142066000468,,,,both
Gnl3,0.00234673265575769,,3.01926084425023,,,,both
Lzts2,0.00235483283512228,,2.1590222439971,,,,both
Tmem60,0.0023614307824853,,1.67561876696014,,,,both
LOC100045040,0.00242235169580907,,1.79043599478353,,,,both
Btg1,0.00244006165379518,,4.12684861569776,,,,both
Sqle,0.00245180767913034,,3.16758145365386,,,,both
Slc38a2,0.00247623689016385,,2.56981642197166,,,,both
Ptbp1,0.00251229688198507,,1.71288372659422,,,,both
Nptn,0.0025377648655901,,3.87401423400246,,,,both
Ccdc126,0.0025774918544138,,1.81795230753953,,,,both
Ahdc1,0.00263030166217215,,2.13881676214464,,,,both
1110001A07Rik,0.00265446835722849,,4.32463507646809,,,,both
Fbxo34,0.00266808847159061,,1.84980034472811,,,,both
Ddx26,0.00267023136687328,,2.46061551876299,,,,both
4732462B05Rik,0.00267088322732267,,1.76073114374065,,,,both
2310007O11Rik,0.0026931143063581,,2.00637838831778,,,,both
Pnrc2,0.00272013756317646,,3.46375598153855,,,,both
Acsl3,0.00275188472845667,,1.66687931539566,,,,both
Clstn3,0.0027610724149536,,2.77341605191631,,,,both
LOC100045403,0.00276570596158843,,1.69820220162843,,,,both
Cog3,0.00281741050435214,,2.36953744870468,,,,both
Sfrs5,0.00285069293794282,,2.183944677634,,,,both
Itgb1bp1,0.00290763370070446,,2.12529053931644,,,,both
Rg9mtd2,0.00293450824860808,,2.76748904291454,,,,both
Fbxl14,0.00296013503862302,,2.01975345557126,,,,both
Arpp19,0.00297100687035012,,1.59540025519541,,,,both
Foxj3,0.00297642491744909,,1.82333519391834,,,,both
Klf5,0.0029855057393513,,1.93064764337689,,,,both
Myo1e,0.00303953929263712,,2.64006114304183,,,,both
AI413582,0.00308087993942241,,3.43550822026486,,,,both
Fat1,0.0030817173876192,,2.58548178339632,,,,both
Pias1,0.0031106435226157,,3.46603759607747,,,,both
Pex11b,0.0031138368770991,,3.64032564743636,,,,both
Dab2ip,0.00312205569900947,,2.38880618589503,,,,both
2310016C08Rik,0.00313838323632043,,3.10255373304853,,,,both
Ctdspl2,0.00315094842238262,,1.57286445843293,,,,both
LOC100041797,0.00315648732994178,,1.60198371226028,,,,both
Fzr1,0.00316953680966003,,1.94501400646847,,,,both
Whsc2,0.00326507055705383,,1.63684395138884,,,,both
Pscd3,0.00332968806194345,,3.49185393255062,,,,both
Slc30a5,0.00334412930948591,,3.18093938097365,,,,both
LOC666676,0.00336257256547112,,1.93217394957868,,,,both
Syf2,0.00338020495182612,,2.3057040498971,,,,both
Ypel3,0.00338787279937358,,3.94045778569459,,,,both
Ltv1,0.00344070861939105,,1.63748620306052,,,,both
2810403A07Rik,0.00344105471043965,,3.90811261292373,,,,both
Aebp2,0.00350116132947698,,3.4334220537393,,,,both
1700047I17Rik1,0.00353369737980502,,2.10133335498749,,,,both
Syvn1,0.00355508564868268,,2.78558399253566,,,,both
Atmin,0.00359419618727008,,1.57711422268915,,,,both
Ep400,0.003595513286477,,1.50510681553939,,,,both
9330186A19Rik,0.00360709788754321,,1.60411223552529,,,,both
Pcgf2,0.00361791843415005,,1.76848115533058,,,,both
Tlk1,0.00361978546782071,,3.71281520060343,,,,both
Fgfr2,0.00362001188021621,,2.30181804447908,,,,both
Cbfb,0.00364509524397838,,2.77297228657977,,,,both
Anapc5,0.00369996471131984,,1.52254876964502,,,,both
Usp6nl,0.00370884918208003,,1.71525339399414,,,,both
Vamp4,0.00371865907435398,,1.63775052412843,,,,both
Rab11b,0.00374589255394309,,2.58574815291585,,,,both
Fnip1,0.003770386486601,,2.6509583840103,,,,both
Ppp3r1,0.00388249348339231,,2.18478106030665,,,,both
Fnbp1l,0.00389204112642139,,1.76486970791189,,,,both
Nedd1,0.00390001504338722,,2.55141456523818,,,,both
Tbp,0.00392877940672165,,2.5438869850981,,,,both
Pum1,0.00397650201578481,,5.27994688461228,,,,both
Map4k3,0.00398139534455044,,5.16448478207028,,,,both
Tcf7l2,0.00399975420658494,,2.0139176987724,,,,both
Chic2,0.0040082664810811,,2.11985760774858,,,,both
Gclm,0.00402134387837572,,2.24865465880788,,,,both
Uck2,0.00402544952217099,,2.17279361624084,,,,both
D15Wsu169e,0.00403141977459898,,1.55903505406177,,,,both
Cramp1l,0.00403510761000947,,2.5001368451525,,,,both
Klf4,0.00406068053264508,,1.67897264113149,,,,both
Trappc6b,0.00406955446419854,,2.3635617044292,,,,both
LOC237877,0.00412096467786338,,4.40708500950018,,,,both
Tle4,0.0041237851166801,,2.95198898965975,,,,both
Csnk1d,0.00421461089906883,,1.92697430495191,,,,both
Apaf1,0.0042199821317821,,3.11957352540973,,,,both
Taf5,0.00423535492728822,,2.75228398832988,,,,both
Myst4,0.00426180078806948,,2.16880280812187,,,,both
Tle1,0.00429882803232828,,1.66470934287612,,,,both
Narg1l,0.00430554296045893,,2.21341580751103,,,,both
Prkcz,0.00432042887761119,,1.84363058650721,,,,both
Mll3,0.00432630881366747,,2.51817567920324,,,,both
Trak2,0.00435336693856203,,1.76400464467705,,,,both
Sumo3,0.0043674839669362,,1.80063952283782,,,,both
Txndc13,0.00439341991373798,,1.51170240564275,,,,both
Tmem188,0.00441157732219388,,1.77023825781015,,,,both
Bhlhb2,0.00443806328842034,,2.27585741248703,,,,both
0910001A06Rik,0.00444520659075753,,1.7615237148233,,,,both
Arl8a,0.00445144245627771,,3.97271929494587,,,,both
Cd9,0.0044731223973693,,2.63304423174638,,,,both
Ints12,0.00447378090442341,,2.32692136927236,,,,both
Fancd2,0.00447429925644505,,1.79865321575913,,,,both
LOC654842,0.00447654568859568,,3.00726720340665,,,,both
Sav1,0.00448035248463252,,2.51079244179851,,,,both
Pigp,0.00448350559217814,,1.59906369548643,,,,both
Dync1i2,0.00449468678948883,,1.75549959321983,,,,both
Gtf2ird1,0.00451256677274925,,1.56522941670616,,,,both
Trim2,0.0045332560909499,,1.56488573738955,,,,both
Prkacb,0.00453350231827709,,2.8489542656576,,,,both
Aprin,0.00456361020712515,,2.44077298118565,,,,both
2610305D13Rik,0.00459830909259507,,1.57562537444495,,,,both
Elavl2,0.00465609091678876,,3.09367384636274,,,,both
Ccar1,0.00472986073497994,,2.07739648862948,,,,both
Morc3,0.00476893622760388,,1.82419616243213,,,,both
Zfp608,0.00478492671958619,,2.99201010252087,,,,both
Lrch4,0.00485717405856423,,1.50122945877719,,,,both
Ptch1,0.00486279361743291,,1.75836412221385,,,,both
Pias1,0.0048630629958476,,3.44117079333706,,,,both
Zfp644,0.00501382484182122,,1.97501806028981,,,,both
Lsm6,0.00501468258443549,,1.94066248014297,,,,both
Herc2,0.00511410633134468,,2.32334901427949,,,,both
Cbfb,0.00512805240613268,,2.29475362127447,,,,both
Sox21,0.00513569051079443,,1.8492188379893,,,,both
Dcun1d4,0.00515083617115508,,2.46048106063549,,,,both
Hrb,0.00515223424986766,,1.73645707694756,,,,both
Ptbp1,0.00519102904373736,,1.69663663805581,,,,both
Cdc2a,0.00525674190968151,,2.28307357924291,,,,both
LOC100047911,0.00531005006053253,,2.81745451526382,,,,both
Mysm1,0.00531106451423424,,2.51133687221558,,,,both
Siah1b,0.00534061318095158,,2.34323133410643,,,,both
Rabgef1,0.00535683220141814,,4.14385551973058,,,,both
Phca,0.00542002504691019,,1.73298603795043,,,,both
Prr8,0.00544226160494787,,1.56561647808544,,,,both
Cebpb,0.00548950538409632,,1.64898125581245,,,,both
Pum2,0.00548994579735484,,5.22402078174594,,,,both
Sin3a,0.00550895800036011,,3.22977762408906,,,,both
BC032203,0.00552650021225509,,2.60522703190817,,,,both
Dcun1d4,0.00555795877352661,,1.85810189895364,,,,both
Ppm1a,0.00562546865510816,,1.81961024054603,,,,both
Rad1,0.0056509966548336,,1.74592849738045,,,,both
Med31,0.00565425748454884,,2.32544784242489,,,,both
Elovl5,0.00567073574915478,,2.52152343652807,,,,both
LOC100045542,0.00576463656493464,,2.07220415547772,,,,both
Dmxl1,0.00576705240029696,,1.72877433241553,,,,both
2310003C23Rik,0.00582453928092497,,2.45066301317564,,,,both
4930539E08Rik,0.00582951431977119,,1.88035727752231,,,,both
Slc6a6,0.00591751069737023,,1.95051268740785,,,,both
Tbk1,0.005941019475315,,3.39054409697382,,,,both
3830431G21Rik,0.00594915910991001,,1.89299799025527,,,,both
Zfp512,0.00595070596817238,,1.70949534316646,,,,both
Nat5,0.00595570902642573,,3.75764770632376,,,,both
Nup98,0.00596101170536489,,1.76079972162237,,,,both
Pik3c3,0.00597954809068468,,4.90981629791105,,,,both
Ube2k,0.00599424436738438,,1.99396008882822,,,,both
Nfkbia,0.00601307872417223,,2.93744233984583,,,,both
LOC100047934,0.00603673738018173,,2.3616302410821,,,,both
9130404D08Rik,0.00604700503291833,,2.09005255597116,,,,both
Gbx2,0.00605395091558858,,2.45028222631137,,,,both
Gli3,0.00626316325070053,,1.67686304409394,,,,both
Ensa,0.00629805361441071,,2.09110045725829,,,,both
Ppp1r8,0.00630757574699781,,2.62194604820875,,,,both
Atp1b1,0.00640248376411123,,2.6590824926175,,,,both
Rasgrp1,0.00641653199752301,,2.21966142389531,,,,both
Siah1a,0.00642491006662482,,1.68008003127158,,,,both
Tbx3,0.00645201570973641,,1.75098108987393,,,,both
Bclaf1,0.00653451904851965,,2.02675733851596,,,,both
2310016C08Rik,0.00659302088749525,,1.96941514611023,,,,both
Gtf2h2,0.00666927015553553,,1.54236333200147,,,,both
Senp2,0.00671861775921689,,1.80573136411881,,,,both
Sap30l,0.00676997315966554,,2.46947851747564,,,,both
1110018G07Rik,0.00677967801547519,,1.73827527340843,,,,both
LOC100048299,0.00694256185684394,,2.99131151652006,,,,both
2610039C10Rik,0.00695284443311417,,2.58464927425164,,,,both
Dbr1,0.00701991602270835,,1.61690884994827,,,,both
Med24,0.00702752570602705,,2.21843121699905,,,,both
Rpn2,0.00704181704988704,,2.03686277380412,,,,both
Ube2g1,0.00705778406994861,,4.0042811340973,,,,both
Ptpn6,0.00708080164435843,,2.25376539657393,,,,both
Ube2g1,0.0071018357515561,,2.07291490715617,,,,both
2810485I05Rik,0.00722594864789639,,3.76930239971763,,,,both
Zfp131,0.00730456021071668,,1.95806345006692,,,,both
Kit,0.00732365449187944,,3.35940646608286,,,,both
C530028I08Rik,0.00735185930754645,,1.63556763744811,,,,both
5430405G24Rik,0.00740676848623267,,1.95619546259299,,,,both
Hp1bp3,0.00742792522478986,,2.17586978507042,,,,both
Usp1,0.00753326166082613,,2.64951619244269,,,,both
Bcl2l11,0.00765029934726036,,3.37954237975787,,,,both
1110059E24Rik,0.00770655920008589,,1.69752765690672,,,,both
E2f6,0.00773816214631784,,1.50573186291624,,,,both
Wasl,0.00775306036214074,,2.3212828571939,,,,both
Arfgef1,0.00776366144737861,,1.75678637252072,,,,both
Irf1,0.00785744958569612,,3.77735279456562,,,,both
Taok1,0.00790693529656838,,1.66835382367798,,,,both
Leo1,0.00800740213612272,,1.62646665994968,,,,both
Bri3,0.00802149814893172,,3.71499345056086,,,,both
Zfp292,0.00803503015431617,,2.05112474437628,,,,both
Fbxo3,0.00809220720356352,,1.57143419499507,,,,both
Hmgb2l1,0.00811359261698152,,4.95189537273956,,,,both
Smarcad1,0.00816084769018677,,4.09700234756157,,,,both
Snip1,0.00817726258948148,,2.33924998900761,,,,both
BC002199,0.0081886665221852,,2.11168305862433,,,,both
Fbxl10,0.00820863278660811,,1.86988756398381,,,,both
Ski,0.00821456748822724,,1.92663962976677,,,,both
LOC675933,0.00834147076566483,,2.34088180295955,,,,both
Ubl3,0.00834544066316245,,2.6166320101224,,,,both
E430005I09Rik,0.00835189512630097,,1.9851692086661,,,,both
Rrm2,0.00836998721031834,,1.67857010963776,,,,both
Prpf4,0.00844736045009176,,2.25131292927356,,,,both
Centg3,0.00846432283569265,,1.76569795297796,,,,both
Ep300,0.0084917393172359,,2.35835036914967,,,,both
D15Ertd621e,0.00849926796405354,,1.56014832798168,,,,both
Vps26,0.00852298520563888,,2.08517117666833,,,,both
Wbp11,0.00863415062890005,,1.68773376324806,,,,both
Cnot2,0.00865588500502956,,1.98049120109124,,,,both
Arpc1a,0.00869548709948276,,1.54867526260058,,,,both
Gnl3,0.00870897600299714,,4.06998962648602,,,,both
Tgfbr1,0.00872727204336898,,3.16051850381513,,,,both
Pum1,0.00876755723332001,,4.44732468627466,,,,both
D630036H09Rik,0.00881251273809358,,1.66074150464794,,,,both
Add3,0.00882164901051752,,2.05281601318817,,,,both
Limk2,0.00889870683450678,,1.91704999704096,,,,both
Axin1,0.00891299176698812,,2.34967004453804,,,,both
2210419D22Rik,0.00893976659616391,,3.24369944900804,,,,both
Vkorc1l1,0.0089542888074573,,3.60811488407238,,,,both
Rab2a,0.00912847130710337,,1.83242468452768,,,,both
Etv5,0.00913244444394168,,2.80914321316965,,,,both
4930563B10Rik,0.00917991279628216,,2.0386708236691,,,,both
Rras,0.00919544304290043,,1.98478067163328,,,,both
Zfp292,0.00922052169940002,,2.50687110109882,,,,both
Zmym3,0.00922423722850696,,1.77594903048205,,,,both
Etv5,0.00923928269434482,,2.46265231480978,,,,both
Msi2,0.00932349559274626,,1.80719590808599,,,,both
Ppm1b,0.0093611250003619,,3.26719913818277,,,,both
Fpgs,0.0093975440292039,,1.61200525490541,,,,both
Slc25a16,0.00949958921894678,,1.82059544424978,,,,both
Bag4,0.0095349340167693,,2.37533344709283,,,,both
Nme7,0.00958745153853302,,2.44389231125209,,,,both
Nedd1,0.00960599938865847,,4.67769002499382,,,,both
Rgs16,0.00964774902332066,,1.55558890095186,,,,both
Cwf19l1,0.00969428612062773,,1.96686601592583,,,,both
Ctcf,0.00977909558301771,,1.6455033083675,,,,both
C630022N07Rik,0.00980753356760156,,2.34791491491758,,,,both
Mllt4,0.00988043811302131,,2.07218918374807,,,,both
EG627299,0.00989199930743634,,1.90485160717598,,,,both
Slc40a1,0.00992698586626584,,2.06902414133036,,,,both
Plekha1,0.00993002176603686,,2.7422809082657,,,,both
Aaas,0.00995161557333679,,2.0319811532853,,,,both
Prkcbp1,0.00999035153551997,,1.85182683512072,,,,both
Ctdsp1,1.23602638213427e-06,2.0,1.32527890041936,-13.603608854387744,15.0,0.4062960018723876,PUM1
Vldlr,1.7504035510485e-05,20.0,1.30907472719457,-10.953079103019894,24.0,0.3885474544075972,PUM1
6330549D23Rik,1.47886666814756e-05,17.0,1.28502862718379,-11.12164943530697,58.0,0.3618004993693885,PUM1
Ccdc68,0.000484027808958731,419.0,1.38296999428773,-7.633368196371902,1.0,0.46776985528674453,PUM1
Mast4,1.8202975391457e-06,4.0,1.20603728840362,-13.21651058719038,271.0,0.27027451334358993,PUM1
Ctdsp1,0.000921446861833153,752.0,1.37014941583858,-6.989565447375295,3.0,0.4543332287590503,PUM1
Vldlr,8.34709683097401e-05,86.0,1.29242728222014,-9.39101167147717,43.0,0.37008311030293645,PUM1
2310079P12Rik,2.00018972749127e-05,22.0,1.24749373216506,-10.819683425163928,126.0,0.3190325669877051,PUM1
BC039093,0.000119947030221113,116.0,1.29398454176786,-9.02846032745849,42.0,0.3718203826719519,PUM1
2900097C17Rik,0.000825929389345004,677.0,1.34795310328749,-7.099001273151826,7.0,0.43077030450827364,PUM1
F730014I05Rik,6.18474259184154e-06,9.0,1.20465772227753,-11.993425171119828,281.0,0.2686232937433186,PUM1
Tspan3,2.06681319090407e-05,24.0,1.23497895280659,-10.786917565275946,168.0,0.3044864548137573,PUM1
LOC100046855,2.0809162261104e-05,25.0,1.22949821009552,-10.780117174923397,189.0,0.298069634658927,PUM1
Usp21,0.000757506220347537,636.0,1.32902656308203,-7.1854788089345485,13.0,0.4103699398614464,PUM1
2310051E17Rik,0.000124356505624257,120.0,1.27681116879003,-8.992358072040672,70.0,0.35254517657226575,PUM1
H1f0,0.000709357105107666,591.0,1.32100605028366,-7.251151483892636,20.0,0.4016370742261057,PUM1
Ss18l1,0.000136877555221182,126.0,1.26847391465892,-8.896423789285151,82.0,0.3430938516216672,PUM1
Dlat,9.89136250508782e-05,101.0,1.25766760615007,-9.221263562890407,106.0,0.3307506771270048,PUM1
Hs3st3b1,0.000359504114913145,329.0,1.29426677415384,-7.930784934656872,41.0,0.37213501615652966,PUM1
LOC100046259,2.08161496662029e-06,5.0,1.14461904419177,-13.082366539254233,747.0,0.1948675157846486,PUM1
LOC100047353,0.000727812626567959,610.0,1.31003982584535,-7.2254669239837535,23.0,0.3896106710575526,PUM1
Npat,0.000611335918509148,507.0,1.30249762882528,-7.399863965074945,31.0,0.3812807461044566,PUM1
En2,7.97191998855862e-05,83.0,1.24170553769944,-9.437000099228172,145.0,0.31232308847923423,PUM1
Ccng2,3.33364370244116e-05,37.0,1.21627002675646,-10.30885955424648,229.0,0.28246356020832775,PUM1
Fjx1,0.000817609744650061,668.0,1.30815981308301,-7.109125419982557,26.0,0.38753880036070926,PUM1
E2f3,0.000652514632240697,543.0,1.29607703548646,-7.334676994128903,36.0,0.3741514708547314,PUM1
Cxxc5,7.35554756214896e-07,1.0,1.10032443989706,-14.122640852069075,1400.0,0.1379289772198505,PUM1
Slc39a13,0.000187429582526266,172.0,1.25880217616289,-8.58210734295399,102.0,0.33205157782007055,PUM1
Vldlr,0.00100584462835873,793.0,1.30526558532792,-6.901927664203884,28.0,0.384343385072404,PUM1
Grhl1,0.000503945604745981,432.0,1.28454267240938,-7.59304222280876,60.0,0.361254817253771,PUM1
Klf9,1.3223450162192e-05,14.0,1.17453017378272,-11.233518777091582,475.0,0.23208377678776448,PUM1
Plk4,0.00074319577271309,624.0,1.28967436671976,-7.204551058434145,47.0,0.3670068417549198,PUM1
Dleu7,0.000333595516669671,298.0,1.26610345409242,-8.005581326809585,92.0,0.3403952930823386,PUM1
Lypd6,0.000396225099223324,358.0,1.26651553180688,-7.833528075824152,90.0,0.34086476952839573,PUM1
C76566,0.000803589290443218,657.0,1.28559739044294,-7.126422252086892,55.0,0.3624389056884553,PUM1
Wdr8,0.000851788488235528,708.0,1.28712022576926,-7.068172315199582,52.0,0.364146817366061,PUM1
Nin,0.000694731812604821,579.0,1.27997796588609,-7.271984668014912,65.0,0.3561189752405271,PUM1
Mep1b,8.34011893491304e-06,11.0,1.15160366501179,-11.694433080914363,669.0,0.20364428543975832,PUM1
Zfp236,8.31002166572503e-05,85.0,1.21778309441494,-9.395463248919143,223.0,0.28425719032231445,PUM1
Ppp1r10,0.000148274287338213,133.0,1.23414439287051,-8.816446706602658,173.0,0.3035111973167471,PUM1
scl0001534.1_16,0.000307232723852913,274.0,1.25483434138591,-8.087905039405223,110.0,0.3274969174541786,PUM1
Nf1,0.000259009268179011,238.0,1.2495165908884,-8.25864671243004,122.0,0.3213700574338296,PUM1
Efna1,0.000241510144964985,221.0,1.24382753942807,-8.32859907761738,135.0,0.3147864651629858,PUM1
Ctdsp1,0.0012923417260573,956.0,1.29204949104033,-6.65129941474166,44.0,0.36966133250162325,PUM1
