SYMBOL,p value,p (rank),Fold change,ln(p),Fold (rank),log(fold),which
4931406I20Rik,0.000541759026766009,458.0,1.26649468678673,-7.520689255451254,91.0,0.3408410246520604,PUM1
D5Wsu178e,0.000126899203043096,122.0,1.22453208349743,-8.972117463459902,204.0,0.29223057389883783,PUM1
5630401D06Rik,4.13462669768272e-05,45.0,1.19183498612697,-10.09352841924401,354.0,0.25318450326987507,PUM1
C030046E11Rik,0.000793863645263349,653.0,1.27651456885332,-7.138598842871026,72.0,0.35221000330906954,PUM1
Tec,0.000610062137440637,505.0,1.26794765277212,-7.401949741327987,85.0,0.3424951850317449,PUM1
Fjx1,0.000263079062853722,241.0,1.24246930681047,-8.243055951747738,141.0,0.3132102127861421,PUM1
Zfx,0.000572486229689306,481.0,1.26449295619891,-7.4655218757696,95.0,0.33855900055575394,PUM1
B230317C12Rik,0.000272086790690018,249.0,1.24278428133292,-8.209389459145381,139.0,0.31357589956043813,PUM1
Ppp1r9b,0.000276496351938271,253.0,1.24254718766636,-8.193312930802229,140.0,0.3133006414210098,PUM1
Rapgefl1,0.00174117719029365,1172.0,1.29436765259173,-6.353193848364098,40.0,0.3722474590883291,PUM1
Sulf2,0.000348630596357591,316.0,1.24300270236835,-7.961497659488336,138.0,0.31382943290623005,PUM1
Elf1,0.000174171525839872,154.0,1.22248997862708,-8.65546996362353,211.0,0.2898226387200257,PUM1
5033403J15Rik,5.19874958775368e-05,61.0,1.1871798174359,-9.864507332192447,390.0,0.247538470847768,PUM1
Sbno2,0.000553636056474183,465.0,1.25229753446165,-7.499003024867393,112.0,0.3245773741676233,PUM1
Spata13,2.28950493335045e-05,27.0,1.16039633058155,-10.684589857085555,595.0,0.2146176385491245,PUM1
Vav3,0.000113747121323726,110.0,1.20656965576059,-9.08153280749761,269.0,0.27091120533368424,PUM1
LOC100045983,6.61339713301512e-05,75.0,1.19079601337188,-9.623828004698842,363.0,0.2519262967438049,PUM1
Twist1,0.000297221106928758,265.0,1.23374984864035,-8.121034228366652,175.0,0.30304990768809253,PUM1
Rmnd5b,0.00110558101863223,857.0,1.27034459083134,-6.807384273484436,78.0,0.3452198923131424,PUM1
Ivns1abp,0.000376759040278341,347.0,1.2371225021341,-7.88390472531532,159.0,0.30698836569088084,PUM1
4933426M11Rik,0.000338102423098174,304.0,1.23369338619791,-7.992161681466964,177.0,0.3029838813782924,PUM1
Wnt5a,4.44516208841783e-06,8.0,1.10574067673031,-12.323694224327406,1315.0,0.1450130779212579,PUM1
mtDNA_ND5,0.00080967926196629,663.0,1.25399853634189,-7.118872361596876,111.0,0.326535664237616,PUM1
Fmnl3,6.66723280412507e-05,77.0,1.18161100684758,-9.615720563071138,429.0,0.24075517015445583,PUM1
Gsk3a,0.00023584263993881,213.0,1.21741131678641,-8.352345755255557,225.0,0.283816681964794,PUM1
Atp2a2,0.000308741072706731,277.0,1.22509656818728,-8.083007584750296,203.0,0.2928954740881454,PUM1
Prickle1,0.000434740223739349,385.0,1.23459864955553,-7.740761892068749,170.0,0.30404211840727985,PUM1
Clk4,0.000123533624016181,118.0,1.19736191554823,-8.998997179711731,320.0,0.2598592883285496,PUM1
Unc119,6.06378990073431e-05,70.0,1.17648851970162,-9.710590464206911,463.0,0.2344872426613603,PUM1
Pldn,0.000351943148336309,321.0,1.22710876839181,-7.952040905818601,196.0,0.29526313218317213,PUM1
Spint1,1.919668680328e-05,21.0,1.14207784060335,-10.860772856150296,778.0,0.19166098382275368,PUM1
Spire2,0.0026390105137224,1547.0,1.28198547272391,-5.937351237489197,64.0,0.3583799136353426,PUM1
6030443O07Rik,0.000626103319505633,526.0,1.2398881387795,-7.375995153349356,149.0,0.31020996826723707,PUM1
mtDNA_ND4L,0.00329775034047763,1771.0,1.28731650627953,-5.714514757989816,51.0,0.36436680561888013,PUM1
Vezf1,0.00011116486086582,108.0,1.18933114995592,-9.10449622549422,373.0,0.2501504660359478,PUM1
6330514E22Rik,0.000414698990228946,370.0,1.22677591887242,-7.787957625658366,197.0,0.2948717524607072,PUM1
2310005N01Rik,7.29410787547735e-06,10.0,1.10983867778115,-11.82844367606865,1247.0,0.15034998677417238,PUM1
Jmjd2c,0.000101152474562771,102.0,1.18533827259389,-9.198881530361373,402.0,0.24529883511570338,PUM1
B230317C12Rik,0.000600384556452283,496.0,1.23640444769328,-7.417940180633916,163.0,0.30615074909646184,PUM1
3830612M24,0.00097687068983121,781.0,1.24888754621457,-6.931156268999203,123.0,0.3206435779686931,PUM1
B230339M05Rik,0.000459758047199665,406.0,1.22660797541524,-7.684810191207981,198.0,0.2946742365368714,PUM1
Kctd15,5.03022460605074e-05,57.0,1.16253933997278,-9.897460828565103,571.0,0.2172795374020297,PUM1
Kif18a,0.00156691537380294,1088.0,1.26142802120637,-6.458646322297641,99.0,0.33505788652722424,PUM1
Gramd1b,0.00197836010503316,1262.0,1.26756819456091,-6.225487007228708,86.0,0.34206336561779793,PUM1
1200015N20Rik,0.000119933139631323,115.0,1.1859599063001,-9.028576140197941,398.0,0.24605523757383801,PUM1
Usp24,0.000171543987657063,153.0,1.1949450907811,-8.670670836449366,332.0,0.25694432609067297,PUM1
mtDNA_ND2,0.00104731289335902,817.0,1.24697636908923,-6.861527544214435,128.0,0.3184341255358181,PUM1
5730405I09Rik,0.000286912122121841,258.0,1.2096126359257,-8.156334583789238,256.0,0.27454511551498273,PUM1
Bzrap1,0.000215557851938386,193.0,1.20117845426499,-8.442281229977457,303.0,0.2644505023821355,PUM1
Pptc7,0.000646890409956802,540.0,1.23280213145816,-7.343333659638841,183.0,0.3019412613208349,PUM1
9130415E20Rik,2.46282235940587e-05,28.0,1.13848554292562,-10.611617472100802,823.0,0.18711597150796486,PUM1
Shprh,0.00114023974950683,878.0,1.24870863351783,-6.776516732102124,124.0,0.3204368860599888,PUM1
Zfp12,0.000266926608379903,242.0,1.20570922863898,-8.228536812330713,275.0,0.2698820258287239,PUM1
Mier3,0.000633037437786088,533.0,1.23058882951941,-7.364980994147061,186.0,0.29934880186893675,PUM1
Rbm4b,1.24445476652468e-05,13.0,1.11691444544908,-11.294227969511038,1149.0,0.15951868102848651,PUM1
Snx16,7.83590327184669e-05,81.0,1.16974166721339,-9.454209309036775,509.0,0.22618995153409657,PUM1
Ifit2,0.000528923501703749,444.0,1.22417993751157,-7.544666745818574,206.0,0.29181562982488174,PUM1
Setd1b,0.001640967465946,1123.0,1.25557260709411,-6.412469292819649,109.0,0.32834545900831025,PUM1
LOC100047634,8.37967144037277e-05,87.0,1.1693411033756,-9.387116758837623,512.0,0.2256958335189033,PUM1
Fmnl2,0.000864542723574502,715.0,1.23625175255386,-7.053309834079983,164.0,0.3059725662009448,PUM1
Ppard,5.87307389825487e-05,69.0,1.15812188813347,-9.742547305799171,615.0,0.21178709974487372,PUM1
Stx12,0.000301349935478479,268.0,1.20481824309795,-8.107238392143493,279.0,0.26881552026497696,PUM1
Hsf2,1.41341727158961e-05,16.0,1.11644923957523,-11.166915095882336,1155.0,0.15891765915157233,PUM1
Sgol1,2.84640382473e-05,31.0,1.13482385692165,-10.466869083333856,872.0,0.18246838521096215,PUM1
Gclc,0.00130971163057159,964.0,1.24508539649058,-6.637948295335759,134.0,0.31624469560129576,PUM1
Sdc3,2.75636340217877e-05,30.0,1.13314979759429,-10.499013261955959,891.0,0.180338591927386,PUM1
Selk,0.00227070168469656,1392.0,1.26013668616423,-6.0876663830530315,101.0,0.3335802303569569,PUM1
Setdb2,0.000568587275450061,477.0,1.22017071206347,-7.472355737734924,214.0,0.28708300698315337,PUM1
Camta2,0.00053623476600706,452.0,1.21824924807774,-7.530938496504016,222.0,0.28480933207683196,PUM1
Ubqln4,3.79854333458773e-05,42.0,1.14177130716611,-10.178307804731995,784.0,0.19127371282207453,PUM1
C76566,0.000591573652410915,492.0,1.21885764341667,-7.4327243642740335,217.0,0.28552963610590076,PUM1
2010309L07Rik,0.00186325690859945,1219.0,1.25191339009252,-6.285429296387287,114.0,0.3241347571538227,PUM1
Fcho2,0.00227198740806278,1394.0,1.25712838048997,-6.087100320364479,107.0,0.3301319882140262,PUM1
Spred1,0.000253636093948462,232.0,1.19382609712742,-8.279610019233433,341.0,0.25559269666613466,PUM1
Ankrd39,0.000817769568762117,670.0,1.22714696708202,-7.108929961826453,195.0,0.29530804116322856,PUM1
Bap1,5.55743428338751e-05,66.0,1.14859223711759,-9.797788923035478,706.0,0.19986671626214006,PUM1
Wipf3,0.000212028930371644,190.0,1.18656435462725,-8.45878782858544,392.0,0.24679034881150286,PUM1
Tmem68,0.000450772957110934,397.0,1.20573350321457,-7.704546766260569,274.0,0.26991107135351455,PUM1
Patl1,4.61440124348567e-05,50.0,1.13963472744912,-9.983743346822443,813.0,0.18857148988011332,PUM1
F730014I05Rik,0.000739690544381277,618.0,1.21962065912742,-7.209278642497611,215.0,0.2864324934467246,PUM1
Tm9sf2,0.00120246058078277,909.0,1.23296817021618,-6.723385337575498,181.0,0.3021355562176387,PUM1
Zfp236,0.000234533305671136,212.0,1.18571818042462,-8.357912951714685,399.0,0.2457611532080303,PUM1
C79267,0.000827716400777612,679.0,1.22191974775135,-7.096839973387501,212.0,0.28914953611973504,PUM1
A930026I22Rik,0.000732267779390838,613.0,1.21687197875771,-7.219364292058418,227.0,0.2831773970356122,PUM1
Smc6,0.00135704315248542,989.0,1.23444996352544,-6.6024470987194475,171.0,0.30386836030678477,PUM1
Net1,0.000740017287418349,619.0,1.21687806599139,-7.208837010662784,226.0,0.2831846138998599,PUM1
Suv420h1,0.000239791553236168,218.0,1.1843035772777,-8.335740540194049,410.0,0.24403894016875316,PUM1
Sfrp2,0.000830115001587917,684.0,1.21878829373854,-7.093946310641624,218.0,0.28544754835457686,PUM1
Unc5b,0.000176029700044267,163.0,1.17355139417151,-8.644857826911327,480.0,0.2308810242153889,PUM1
Gtpbp2,0.000223866809587303,201.0,1.18034743859678,-8.404459283010636,439.0,0.2392115834527744,PUM1
Ube2a,0.000673708342735946,560.0,1.21134926212332,-7.302713266615902,250.0,0.2766148898761026,PUM1
Prosapip1,0.000346144159945494,312.0,1.19031037206882,-7.968655222438597,369.0,0.2513378036688423,PUM1
Trim59,0.000110157296535962,107.0,1.15700265560191,-9.113601245094454,623.0,0.21039217578447744,PUM1
LOC100045882,8.4252363896864e-05,89.0,1.1489192577208,-9.38169393100241,701.0,0.20027741366823848,PUM1
1700054N08Rik,0.000403642602646803,364.0,1.19397393112438,-7.814980718447988,338.0,0.2557713375674146,PUM1
AI480653,4.3477281410853e-05,48.0,1.12947277381301,-10.043272022715417,944.0,0.17564949467224164,PUM1
Fbxo45,0.000321433789413517,285.0,1.18713229025447,-8.042718978221945,391.0,0.24748071329454366,PUM1
Klf7,1.55128676270211e-05,18.0,1.09905065361172,-11.073840708953934,1424.0,0.1362578794904052,PUM1
Unc119,0.000289433938842176,261.0,1.1830391065599,-8.147583477518534,420.0,0.24249776421661315,PUM1
LOC216963,0.0006784066863319,566.0,1.20672050649484,-7.295763617503459,268.0,0.2710915662450278,PUM1
Arl6ip2,0.000775715705673141,643.0,1.2105071077814,-7.16172446357542,251.0,0.2756115504899862,PUM1
E030044H19Rik,0.00223610505151772,1378.0,1.24098213796334,-6.103019742897676,147.0,0.31148235023284265,PUM1
Ivns1abp,0.000168840478096399,150.0,1.16611702725656,-8.686556205400354,538.0,0.22171257942227704,PUM1
Prss36,0.00105732616108756,828.0,1.21847125693848,-6.852012047235243,220.0,0.2850722190863595,PUM1
Ireb2,0.000349918885352185,317.0,1.18646192227547,-7.957809186477032,394.0,0.24666580013079945,PUM1
Arid2,0.000385552591637195,351.0,1.18921464128762,-7.860832949785461,375.0,0.25000913053698,PUM1
Prei4,0.000225025807281787,205.0,1.17324209040527,-8.399295463307121,482.0,0.23050073424509604,PUM1
Phf12,0.00266256264015707,1560.0,1.24374403016299,-5.928466221403788,136.0,0.3146896008925325,PUM1
2310040A13Rik,0.000556584964055418,468.0,1.19855161440126,-7.493690723151455,312.0,0.2612920385134194,PUM1
BC028528,3.21326063967842e-05,35.0,1.11614339475162,-10.345639267778493,1159.0,0.15852238703047006,PUM1
Gli2,0.00100073561045866,791.0,1.21490092713499,-6.907019938952239,233.0,0.28083866958513687,PUM1
Fmnl3,0.000458175374899561,403.0,1.19211830063149,-7.688258532515324,348.0,0.2535274096807326,PUM1
Ttc8,0.000350641145412611,318.0,1.18430452309158,-7.9557472352248695,409.0,0.2440400923399327,PUM1
Lsm14b,0.000227345329369744,207.0,1.17073028524218,-8.389040421692519,498.0,0.22740874367625302,PUM1
Daam1,0.000373199560611548,343.0,1.18458810347337,-7.893397266345615,407.0,0.2443855026872555,PUM1
Auts2,0.000459863964983542,407.0,1.18954713999322,-7.684579840514017,372.0,0.2504124447658954,PUM1
Dusp4,0.0001629115840589,145.0,1.15955284613356,-8.722302933411893,605.0,0.21356857170230237,PUM1
LOC668492,0.00260786248774036,1532.0,1.23947240634943,-5.949224363401273,151.0,0.3097261539047007,PUM1
6030443O07Rik,0.00103424880756919,811.0,1.21263179976452,-6.874079905565946,243.0,0.27814156093510584,PUM1
C79407,0.000619729894083099,517.0,1.19774091919647,-7.386226829554897,317.0,0.2603158755618213,PUM1
Marcksl1,0.000213566777146346,191.0,1.1670140518879,-8.45156100067985,532.0,0.22282193248222587,PUM1
Card10,0.000175338504947664,159.0,1.16081811456133,-8.648792138430444,590.0,0.21514193794242337,PUM1
Gpr23,4.66099452476332e-05,51.0,1.1225012698836,-9.973696622271728,1051.0,0.16671707708556352,PUM1
Rbl1,0.00366467091156064,1879.0,1.24803701816367,-5.609016739882276,125.0,0.31966072677155727,PUM1
Ncapg2,0.000980222337993442,784.0,1.20978795869916,-6.927731136528499,254.0,0.2747542063921449,PUM1
Pcna,0.000877098522067632,726.0,1.2059743366912,-7.0388912320298695,272.0,0.27019920680493187,PUM1
Atg2b,3.76924199254614e-05,41.0,1.11482447412257,-10.18605154671129,1178.0,0.15681657987915962,PUM1
Ptpra,0.000718593966238856,600.0,1.19960013113834,-7.238214079870544,308.0,0.2625535850323805,PUM1
C130065N10Rik,0.00248261612146738,1474.0,1.23534296586165,-5.998442387119825,165.0,0.3049116300341901,PUM1
Arl4a,0.000490030854569001,424.0,1.18834508531104,-7.62104220033387,378.0,0.24895384335568438,PUM1
Spag9,0.000512205878882233,435.0,1.18923837966393,-7.5767839065563365,374.0,0.2500379284467818,PUM1
Wbp7,0.000691801641544476,575.0,1.19781948059766,-7.2762112886041255,315.0,0.2604105007225582,PUM1
Nelf,0.000157412956398706,141.0,1.15409453177153,-8.756637910256183,650.0,0.20676139983468045,PUM1
Wdr8,0.00251188588558238,1484.0,1.23394180371044,-5.986721459122076,174.0,0.3032743543915427,PUM1
Uchl3,3.18839191384424e-05,33.0,1.10787024962208,-10.353408777518913,1278.0,0.14778892724637535,PUM1
D630023F18Rik,0.00149500580327377,1050.0,1.21843472025055,-6.505625190358547,221.0,0.2850289582474234,PUM1
C730023J07Rik,0.000316676985019582,283.0,1.1733597726423,-8.057628278296288,481.0,0.23064543674668322,PUM1
Ube2h,6.63155602907972e-05,76.0,1.12772899487967,-9.621085993123586,968.0,0.1734204146184249,PUM1
mt-Nd6,0.000727644348326728,607.0,1.19622133263417,-7.225698161656709,324.0,0.258484351033484,PUM1
Notch3,0.00031232815622495,280.0,1.17126932931137,-8.071456140118478,494.0,0.22807285669688826,PUM1
C430014K11Rik,0.000946849791700899,764.0,1.20320045654812,-6.962370092247042,290.0,0.2668770195513792,PUM1
Rapgefl1,0.00441008073691784,2061.0,1.24747642932617,-5.423862281999846,127.0,0.3190125565521129,PUM1
Meis1,0.000845661256031471,702.0,1.19978230402303,-7.075391685124357,307.0,0.26277265800214167,PUM1
Ccnt2,0.000727712410465209,609.0,1.19521847542177,-7.225604628386438,330.0,0.25727435427171214,PUM1
Gfod1,0.000181957073497552,168.0,1.1550285024757,-8.61173975861036,640.0,0.207928453262961,PUM1
Lonrf1,0.000470639264918526,413.0,1.18240767610437,-7.661418649285619,424.0,0.24172754049805578,PUM1
Rab22a,0.00123475478036905,924.0,1.20927577637048,-6.696882887023154,257.0,0.27414328994050546,PUM1
Atp2a2,0.000895170792561961,739.0,1.19997365795478,-7.018496028216917,304.0,0.2630027358711829,PUM1
Slc39a13,0.00085221304533134,709.0,1.19840694131916,-7.067674009187252,313.0,0.26111788519912776,PUM1
Nxf1,0.00066973919261093,556.0,1.19087459990643,-7.308622186122262,360.0,0.2520215042028759,PUM1
Smek2,6.48922680945851e-05,74.0,1.12295908083143,-9.642782077028103,1041.0,0.16730535876512226,PUM1
Usp37,0.000192787217574653,178.0,1.15409283515462,-8.553923476872352,651.0,0.20675927894896942,PUM1
Ifit2,0.000911869218397365,749.0,1.19752447056036,-7.000013979052914,319.0,0.26005513670915925,PUM1
Gmnn,0.000569183589593458,479.0,1.18373178696422,-7.4713075228151755,414.0,0.24334222838971956,PUM1
Gna-rs1,0.00017615997562459,165.0,1.14960837166714,-8.64411802336077,692.0,0.20114247292623286,PUM1
Stk24,0.000672640118556167,559.0,1.18820573381052,-7.304300113460752,379.0,0.2487846555416866,PUM1
D030044M21Rik,0.00332214578415069,1775.0,1.23418907978314,-5.707144384301583,172.0,0.30356343465660846,PUM1
Snf1lk,0.000910806027241362,748.0,1.19636363603238,-7.001180606272033,323.0,0.25865596492375736,PUM1
Vamp2,0.00137379715650066,994.0,1.20798711081597,-6.590176725992531,262.0,0.2726050612349409,PUM1
Ubr5,0.000658272158402307,547.0,1.18646609913271,-7.325892097560722,393.0,0.24667087903009385,PUM1
Pim1,0.00288847652202184,1656.0,1.22893789906933,-5.847026070862593,190.0,0.29741201500403913,PUM1
D0H4S114,0.000826647657427015,678.0,1.19282585892615,-7.098132002785712,345.0,0.2543834388407481,PUM1
Rab6b,0.000102607554361089,103.0,1.13261511199797,-9.184598998687726,903.0,0.17965768432810325,PUM1
Ifngr2,0.000192075636142652,177.0,1.15063839731872,-8.55762132526681,676.0,0.202434519517826,PUM1
Spag1,0.000334236391365872,301.0,1.16608145236544,-8.003662056750109,539.0,0.2216685662566297,PUM1
Zfp148,0.00265689030242355,1556.0,1.22571755939685,-5.9305988993106,200.0,0.2936265788647758,PUM1
Sgsm3,0.000387344748219665,354.0,1.16986413567366,-7.856195439208133,507.0,0.2263409894912091,PUM1
Ppp1r1b,0.00149876412184791,1052.0,1.20886247821747,-6.503114429249653,259.0,0.27365013103990826,PUM1
Ephb4,0.000164050977329522,146.0,1.14447198619872,-8.71533334106487,749.0,0.19468214977274995,PUM1
Net1,0.00111961228208357,868.0,1.19913065175631,-6.794772830319221,311.0,0.26198885672711797,PUM1
Phtf2,0.00017474099898962,155.0,1.14542497026945,-8.652205686104717,740.0,0.19588295967677521,PUM1
Gatad1,0.000528016604755099,443.0,1.17618362482908,-7.546382826352694,466.0,0.23411331013183984,PUM1
Spred2,0.00263923492709717,1548.0,1.22255818610979,-5.937266204166127,210.0,0.2899031300563536,PUM1
Lypd3,0.000374974971774744,345.0,1.16627162248417,-7.888651276155222,536.0,0.22190382865389163,PUM1
LOC100044776,0.00226712960766451,1390.0,1.21776416706267,-6.089240737646546,224.0,0.28423476710952,PUM1
Ripk2,0.00457845238901977,2090.0,1.23774576568625,-5.386394244286812,158.0,0.30771501386569866,PUM1
BC057627,0.000748079755318876,630.0,1.1849911960883,-7.198000960915957,405.0,0.24487634063667157,PUM1
9830001H06Rik,0.000973157712394701,778.0,1.19194500782592,-6.93496440012115,350.0,0.25331767643181174,PUM1
Jag2,0.000240690977919233,220.0,1.15162079333297,-8.331996696556457,668.0,0.2036657431348051,PUM1
Rmnd5b,0.00503229472576305,2176.0,1.23837676424331,-5.291879190996498,155.0,0.3084503074529752,PUM1
Rab22a,0.00146891138935401,1041.0,1.20267770690589,-6.523233703995034,294.0,0.2662500814629956,PUM1
Npat,0.000746995054748067,627.0,1.18310576831859,-7.199451993003214,419.0,0.24257905474934888,PUM1
Polrmt,0.000351766120306518,319.0,1.16137018943113,-7.952544034145635,584.0,0.21582790788766493,PUM1
Pcf11,0.000174905232794398,157.0,1.14114835847104,-8.651266257608556,794.0,0.19048636578666214,PUM1
Edn2,0.000844345811415126,700.0,1.18514120559849,-7.076948418119549,403.0,0.2450589616384117,PUM1
Cxadr,0.00161327186798199,1108.0,1.2035488443426,-6.429490946005738,288.0,0.267294692756251,PUM1
Tagap1,0.00022560813925665,206.0,1.14670557825187,-8.396710960725883,728.0,0.19749502054214185,PUM1
Gnptab,0.000946768029079559,763.0,1.1879983351265,-6.962456448237669,380.0,0.24853281433192356,PUM1
Tbc1d23,0.000400284779549231,359.0,1.16305468351385,-7.823334315298589,565.0,0.21791892981163943,PUM1
Gja7,0.00234934489713412,1421.0,1.21400156484479,-6.0536187568658315,239.0,0.2797702812248662,PUM1
Lypd6,0.000752953270727552,631.0,1.1805762365471,-7.191507389556755,435.0,0.23949120762936316,PUM1
Bnc2,4.53156944189015e-05,49.0,1.09941434393896,-10.00185713031363,1419.0,0.13673520729585092,PUM1
Elf3,0.00017579496770237,162.0,1.13846879362678,-8.64619219825163,824.0,0.1870947465497062,PUM1
Fchsd2,0.000619757737025273,518.0,1.17405718374591,-7.386181903019965,478.0,0.23150267820734846,PUM1
Rundc3b,0.00204261597866018,1294.0,1.20843982397117,-6.19352395014443,261.0,0.27314563378211043,PUM1
LOC381140,0.00107905487600135,841.0,1.18788912886994,-6.831669735796084,382.0,0.2484001890899695,PUM1
Fzd10,0.00190833308858329,1238.0,1.20397743045213,-6.261525146463249,285.0,0.26780834784514296,PUM1
Atf4,0.00284435761238799,1639.0,1.2142736752518,-5.862418032193642,234.0,0.280093615523984,PUM1
Nr1d2,0.000470584383438277,412.0,1.1623229676193,-7.661535266585678,574.0,0.2170109973502316,PUM1
Bcl6b,0.00131649882861939,967.0,1.19183705020356,-6.632779468797095,353.0,0.2531870017956916,PUM1
Gm347,0.000564086812716691,470.0,1.16725351306545,-7.48030239505464,529.0,0.22311793064433516,PUM1
3110050N22Rik,0.00133371784996494,977.0,1.19190884730672,-6.6197848606323255,351.0,0.25327390814323375,PUM1
Bcl3,0.00194992025134699,1256.0,1.20249815228818,-6.23996680398791,296.0,0.2660346772080176,PUM1
LOC100048295,0.00220276845784184,1367.0,1.20589789314426,-6.118040319798751,273.0,0.27010775525559133,PUM1
Numa1,0.000494019613151986,426.0,1.16245513407918,-7.61293533882767,573.0,0.21717503528254584,PUM1
Birc2,3.59492522518101e-05,39.0,1.08667140400533,-10.23340227368502,1640.0,0.11991575317087065,PUM1
Sp2,0.000654966330391415,544.0,1.17017548766711,-7.330926727632825,504.0,0.22672490263104772,PUM1
Ogfrl1,0.000331312859152888,292.0,1.1503134403778,-8.012447435186237,681.0,0.20202702400870315,PUM1
Gpatch1,0.0025620214312243,1506.0,1.20897688766634,-5.966958710505774,258.0,0.2737866644647238,PUM1
Mt3,0.00215174100601168,1340.0,1.2037824245811,-6.141477994291606,287.0,0.2675746584237446,PUM1
Ifrd1,0.00103475664505281,812.0,1.1826440831243,-6.873589005463992,423.0,0.24201595975576484,PUM1
Nup155,0.000151715150574327,136.0,1.12646165383228,-8.793505804649875,986.0,0.17179820326032877,PUM1
Rab3a,0.0027648324159506,1608.0,1.20999078026659,-5.8907752549041,253.0,0.27499605467809746,PUM1
Tmem23,0.000347371712305922,314.0,1.15005153994526,-7.965115134341005,684.0,0.20169851748030737,PUM1
D130035M05Rik,3.15732675182367e-06,6.0,1.01448694176589,-12.665784853008214,7397.0,0.020750295187387375,PUM1
Golim4,0.00021652231838809,196.0,1.13617227924352,-8.437816928591944,857.0,0.18418160910810408,PUM1
Clk4,0.000849471499079546,705.0,1.17495362800533,-7.0708961676451905,472.0,0.2326038189460914,PUM1
Faim,0.000603230280087574,499.0,1.16499477496562,-7.413211543446286,546.0,0.2203234843661711,PUM1
Zfp148,0.000575858028342147,484.0,1.16341891206797,-7.45964940622188,560.0,0.21837066133704364,PUM1
F2rl1,0.00124457156382296,929.0,1.18550207266631,-6.6889639337336195,401.0,0.24549818515040817,PUM1
Glt8d1,0.000150047618367899,134.0,1.12428970030548,-8.804557858460452,1028.0,0.16901382856782382,PUM1
Cks2,0.00267166139927644,1569.0,1.20722007175137,-5.925054753165306,267.0,0.2716886980344182,PUM1
Sbf1,0.00135063669248869,986.0,1.18745416423987,-6.607179173645777,387.0,0.24787182645405204,PUM1
B3gnt9,3.12857526697519e-05,,3.54324752976812,,,,PUM2
Mad2l1,6.01153140198374e-05,,1.88191535877293,,,,PUM2
Ubr7,9.83269351340077e-05,,3.17399658978502,,,,PUM2
Dhx36,0.000249636807635123,,1.5369903499248,,,,PUM2
C230067O06Rik,0.000271697280874506,,1.80958853582894,,,,PUM2
Fam178a,0.000303810366408808,,4.16162411997406,,,,PUM2
Chmp4b,0.000312206038509566,,1.72508739265378,,,,PUM2
Snrpg,0.000405996376281914,,1.74699239438177,,,,PUM2
4921518A06Rik,0.000812671983211333,,1.59022704570435,,,,PUM2
Vps35,0.000818750041794658,,1.55335682026885,,,,PUM2
Ubr7,0.000970703542260698,,2.09793662223765,,,,PUM2
9830169E20Rik,0.00100591929818239,,1.77095716960525,,,,PUM2
Strn4,0.00120789376388752,,2.4651585244027,,,,PUM2
Akirin1,0.00126073299087281,,1.60122383052743,,,,PUM2
Trappc10,0.00142843634718315,,2.12430759918243,,,,PUM2
Gnal1,0.00153475130606007,,1.53844070368164,,,,PUM2
Necap1,0.00155465942548083,,1.7692843089186,,,,PUM2
Fem1b,0.00176086821372767,,1.54756872141809,,,,PUM2
Deb1,0.00192452810192467,,1.61704876759259,,,,PUM2
Nol8,0.00195959280939395,,1.78735752927793,,,,PUM2
Tube1,0.00228654423435193,,1.50605051323747,,,,PUM2
Gnal1,0.00284207065405206,,1.74316714637802,,,,PUM2
Pip4k2c,0.00294946708920951,,1.51645266210308,,,,PUM2
Ctdsp1,0.00406165120420499,,1.71429802652644,,,,PUM2
Dtwd1,0.00420317202386689,,1.6718918438389,,,,PUM2
Tnks2,0.0043370206241905,,1.58889266324302,,,,PUM2
LOC675440,0.00521442279756335,,1.71052366262018,,,,PUM2
Mad2l1,0.00632816571505446,,2.58052376627742,,,,PUM2
Peg3,0.00669929996579977,,2.15239558980265,,,,PUM2
Wdr76,0.00711692684229615,,1.54689383878222,,,,PUM2
AI849286,0.00744152849122826,,1.72890449606657,,,,PUM2
Rpa3,0.00753462671757643,,1.52458758173181,,,,PUM2
Dnajc13,0.00868913474055555,,1.92066925688619,,,,PUM2
Mfsd1,0.00871032599219124,,1.53160163057376,,,,PUM2
Rnps1,0.00881334636978803,,1.64431289027914,,,,PUM2
Rngtt,0.00882042300194241,,1.92691264960173,,,,PUM2
Snrpf,0.00918818428826629,,1.94053334457116,,,,PUM2
Dnajc8,0.0093988608316089,,1.96669040387012,,,,PUM2
B3gnt9,0.0094504092004406,,2.63567094312103,,,,PUM2
